Bank,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01
oschadbank,18542714.66986,18642024.53612,18467157.47645,18659366.40363,18722148.40965,18824396.52875,18204336.60807,18441701.35828,18656712.92728,18749806.13233,18924109.848249998,19159889.19269,19551906.533460002,20000830.87514,20419525.64319,21146203.05946,22330310.77981,23164263.43322,23126073.58785,23743241.87051,24018549.99494,24240634.661280002,24209355.926519997,24213381.23071,21935199.01553,21999581.49976,22037357.17957,22043650.58546,22177702.69288,22164863.064460002,21375800.07039,21485049.169630002,21571257.78528,21660022.05341,21547719.75522,22125158.20552,21869889.283830002,23030928.302789997,22299713.77666,21762196.3008,19232897.25388,17920356.858319998,17407481.76661,21138981.352440003,23920992.0117,24114011.7287,22668204.02051,23218708.33302,22164276.35855,24502994.34694,24061371.4532,24712542.91538,24267829.54771,24195896.022010002,28862404.09694,30279134.893400002,31564777.04564,36206307.74256,36609636.20375,33658958.11044,26892411.382179998,28277259.7639,28512973.73009
otp bank,5254806.13519,5502279.3637,5731333.84819,6035619.37107,6114256.42378,6359649.68017,6532163.86429,6735941.43329,7016867.65874,7290013.87624,7425197.50958,7586522.26764,7774475.4038,7979908.11161,8143854.91067,8200449.74778,8406662.44285,8499435.92794,8355611.30088,8674983.9758,8963087.264460001,9316003.9569,9556601.28208,9800436.27788,9571560.70568,9768697.6156,9969602.07426,10235798.21401,10430579.470479999,10661831.43306,9672065.10211,9931654.34857,10132807.129700001,10429215.41911,10644412.19977,10802602.00512,11060380.90841,11294604.51078,11571989.01172,10350838.8836,9189230.76885,10314610.53916,10188034.23904,10405592.81526,10557159.90783,11010758.81966,11246299.9386,11511247.386400001,11630667.57222,12257038.930659998,12746106.667960001,13105505.43134,13732512.49193,14316800.23037,14878403.81209,15466334.869959999,15890807.143059999,16754372.489369998,17307554.151690003,17574445.35103,15819021.30426,16295804.77755,16746138.079069998
piraeus bank icb,607602.58428,613760.78588,616496.57591,619047.770099999,623796.72946,626651.56995,627481.67286,631592.2407,634950.0007699999,635853.79234,637731.92929,638881.58746,638412.68455,641170.6872800001,640057.4444500001,636742.74358,639184.0544200001,643219.87516,644443.51682,641592.7572000001,643869.5900699999,643275.61107,642660.21439,643437.2950299999,652834.4387800001,653644.06788,654442.19435,657078.2724499999,655036.78472,656221.76375,657020.8738000001,657924.26368,661517.16487,671106.87427,676337.6800800001,676394.83994,699690.77014,684081.48493,684146.42367,693744.27647,687295.7971900001,683988.2894700001,621117.81154,547012.8794099999,557994.68011,571194.2815,581795.36375,600340.9381,587469.54982,603451.3329500001,613381.56936,624383.32551,630584.30376,642927.4417000001,658038.67489,672592.44533,689560.90389,707310.7257000001,713953.8929399999,717982.27229,662326.60827,669950.4577500001,677230.42263
pivdennyi bank,2511581.1219,2581736.23953,2589700.66763,2596041.12259,2618283.51322,2649955.86347,2664213.57826,2712177.16639,2733027.17088,2765914.63879,2781157.05136,2794789.55102,2836975.85512,2889238.81024,2857886.54492,2787841.91654,2806978.09138,2867806.5246800003,2965219.63819,2998345.2902200003,3072215.85929,3109390.74008,3134289.36359,3141990.33578,3103239.81326,3201033.0786200003,3259463.57657,3279184.62271,3340926.6793400003,3363047.02934,3411854.2589,3465434.85197,3526161.1257200004,3582278.25987,3638068.3667200003,3655660.046,3758481.96221,3927606.22621,3817222.23777,3969578.43757,4012594.57493,4092013.73401,4103843.53781,4146943.0257699997,4151383.2862400003,4108831.9399800003,4218049.309889999,4316030.012150001,4189500.15744,4388710.68436,4520068.02684,4587481.01766,4772589.88585,5007320.91722,4986450.6879900005,5346104.3927,5163625.6055499995,5350109.68706,6123174.41257,6058826.52172,5200040.828070001,5595847.8669,5776086.81446
policombank,259957.16169,260048.91075,260198.47749,260809.25024,261481.71369,261039.96081,260924.7086,261207.21268,261140.28874000002,263780.30017,263818.48701000004,264252.10671,264966.87643,265432.85295,265839.31716000004,266322.5759,266215.06138,266465.90938,267466.99689,268163.98591,264658.26914,265644.50404,265897.29096,266142.90138,270129.85762,271056.19193000003,271162.0898,271573.15989,272535.66744,272005.29705000005,272748.06009000004,273449.01739,274392.42024999997,274907.08972,278615.67309999996,290271.81714,286297.41368999996,286560.49699,â€¦,286847.13901,286465.42991,287366.20989,285134.54091,285050.59446,285138.30156,285260.12831,286326.64882,283127.36155,282447.08125,285813.78231000004,286908.10979,285206.63207,287164.18102,291247.24504,282927.2852,297330.91118,299692.78864,286877.67416999995,289672.97524,287130.57353,282822.37679,289445.62727,291994.45995000005
poltava-bank,716137.99998,725345.954,732859.85915,700231.93887,709126.0258,718196.93776,728283.95798,739371.79424,749099.22571,759954.3637,775627.31488,788325.2595500001,798437.4520500001,804805.95948,813072.41245,818076.42534,823312.10089,829918.4176700001,837868.11334,846160.0734700001,858029.75211,796661.04555,803365.39133,810496.56577,776859.44325,828571.63239,834620.70806,807609.84078,771521.3045000001,782274.6249599999,785646.76951,792281.43024,803654.1201899999,815161.7528499999,822565.56514,830121.59663,868157.99386,872777.85597,860657.17651,862066.45997,869928.7991800001,876665.82256,872749.83228,881651.70886,894454.34001,897165.6272699999,895250.68086,897232.92921,907510.73956,923755.14857,936089.93044,962976.2312,986871.8063699999,1014259.39897,1027560.83668,1051310.70597,1077659.72426,1100679.4291700001,1113907.3801300002,1064713.6374700002,987969.6819099999,1022993.19519,1039787.4243199999
pravex bank,,,,,,,,1976581.92118,1968619.8875099998,1956934.94105,1951179.86706,1933058.9553299998,1895036.66778,1898792.96754,1884270.57091,1837117.36963,1843116.6778300002,1836642.24435,1820180.43837,1795710.16394,1782169.82975,1770791.30199,1745492.6395699999,1734000.02248,1719697.67801,1701636.22683,1688128.2685,1669957.56795,1653280.99393,1636097.65215,1634118.5230599998,1624728.28957,1606146.16355,1588623.85402,1574351.59898,1574021.04984,1478613.17325,1458751.7566,1443069.83986,1421647.43451,1405092.94864,1398115.9324800002,1396121.39443,1360980.9314599999,1296126.4625900001,1288477.05067,1125797.14672,1114878.0524799998,1100700.55775,1115381.8213,1114278.15365,1095918.8930600001,1088465.75603,1108915.94337,1072127.10309,1074257.6789499999,1059769.9654,1047104.12537,1151493.1369599998,1083625.43244,1052084.39213,1014870.8537999999,988555.0891300001
procredit bank,2983983.70575,3022876.72204,3048907.49903,3093533.51507,3161561.67276,3233561.71768,3304981.37935,3381657.42971,3438896.26391,3514842.7679000003,3582570.6742100003,3644163.65612,3942032.28576,4006383.84777,4080040.74736,4098666.11181,4145031.99761,4182842.4494499997,4199541.01793,4239709.9328000005,4293913.04898,3658204.43387,3715675.39217,3681529.00305,3787999.63724,3838419.93029,3898991.39315,3965969.11799,4032583.2412300003,4105592.3320299997,3603147.04824,3679599.65705,3746799.69458,3813589.74541,3847283.24693,3936332.88112,4011172.2434799997,4084744.2618899997,3995192.54581,3250658.70279,3313600.58389,3283452.83727,3104188.30547,2783705.66709,2722629.8943000003,2576942.13974,2554524.76098,2542409.9503900004,2238664.52683,2348874.52547,2417304.0424699998,2449600.75303,2592010.8898,2623089.747,2730399.53391,2890958.47244,3046832.182,2893827.63489,3140170.6101200003,3209642.2281400003,2940688.02312,3141146.5503,3443769.83005
radabank,270014.81399,271808.8656,273397.34632,275563.83663,277775.29427,281503.14763,285024.90487,290997.04546,297172.65597,302992.38626,310010.00069,309243.25785,309951.06414000003,310335.06337,311264.03298,311586.97712999996,311907.74768,312839.75718,313899.93305,315949.13236999995,319040.85319,322458.21205,327609.44536,332882.10144,337621.81995,341971.3531,345953.17694,351180.40345,346769.43893999996,352156.82741,357701.10626000003,362980.49387999997,368765.96313,388125.96837,394378.58797,423509.58808,431694.09544,436261.38838,436447.77768,436420.29828,436454.70235,436483.80078999995,436999.57844,437040.44654000003,437112.61786,437510.8727,437595.21742,437617.64463,440980.92294,443295.37999,445595.06727,448278.09513,451310.57184000005,458170.5847,461862.31143,466599.52712,471813.24151,500569.02569,531373.35078,532731.37095,504119.64254,520237.86358999996,534185.8127199999
raiffeisen bank,11622970.30281,12161165.88414,12303638.19122,12721251.59051,13104675.72566,10051822.97284,10481935.34768,10956376.73827,11295329.65632,11674412.3614,11982323.62028,12468362.44429,13015807.84703,13526591.22314,13873190.17203,13687684.94526,14147900.89401,14709030.66511,15139560.934659999,15473202.907340001,15757655.3847,11892572.91563,12180902.66236,12455846.64807,12891675.6207,13249325.74638,13623354.26361,13945472.73444,14395697.83024,12667216.44737,13123968.44884,13538958.63852,14001834.640090002,14414841.910540001,14822654.7376,15117966.09211,15579499.56072,15915692.14055,16032530.58926,15483062.073469998,15523668.169329999,16029457.250650002,16123808.55183,17100153.95257,17367754.12594,17890065.72011,18004571.2301,18286829.681890003,17055047.57294,17770857.59443,18752545.125749998,19116178.81888,19880231.003820002,20315930.64631,20173014.745389998,20868794.679899998,22168478.589089997,23184907.32988,23942214.38132,24486374.41217,21834570.08759,22884741.36499,23784717.16306
rws bank,212661.14786,216530.11914,209823.71404,207643.07245,385035.43237,338131.83881,316731.51717,322545.08664,298746.04652,292831.51833,286621.11714999995,274022.11727999995,220221.76903999998,495066.45192,495780.56591,229256.92322,226564.60906000002,226620.98386,224896.39259,229430.932,231974.58732000002,230446.04665,230378.24397,234062.35805,255666.81414,269868.9397,276563.75121,281266.7084,272808.62532,276192.20967,281555.75838,282779.67959,280429.30462999997,278126.75886,257432.81565,249999.99721,241946.08804,223807.80579,237447.87946,228622.18657,235616.72939,251442.44266,252732.21868,293379.16509,278095.14666,231254.44916000002,231621.64489,232042.48202,254839.27903,296125.14232,290254.72874,283677.72972,287195.73101,290415.50102,289047.98596,296253.55135,301797.34008000005,302052.68973,313958.85555000004,326617.46712,313868.02561,341632.20724,325708.80306999997
seb corporate bank,538187.70857,546659.01499,553074.32969,557898.84644,563243.51627,568658.49591,574532.45473,580687.17421,587589.1457100001,592541.82824,599003.50052,603865.68858,607918.5740100001,615155.30972,617725.1486,614371.92316,619185.0011400001,625808.9128,629894.6999,631637.87931,634775.03621,635568.7580200001,636880.5604000001,638493.94738,640869.1803,644814.27843,647267.92847,653804.17278,654648.63972,659288.6316699999,663530.88033,667912.18545,670884.86806,673645.0238999999,677833.42664,680513.1298,686382.97915,691965.4158099999,692842.71962,690429.04636,696047.09752,704866.0357,716269.02218,739554.84475,756869.2382799999,775104.10468,797669.35641,821463.5205399999,836091.6742199999,866182.2623599999,893138.60015,919924.26941,943928.68207,967571.8074599999,991119.24132,1018223.6694199999,1043192.3756399999,1067503.68549,1092369.81115,1114930.51342,1022311.85155,1049261.26097,1071639.8801499999
sense bank,5041087.72661,5269538.49773,5435996.86052,5570119.43521,5715123.20687,5824801.56674,5953709.56969,6175184.75737,6330247.96488,6531158.361,8210764.728759999,8233687.771589999,8519412.77381,8393171.98547,8463894.19228,8645279.57498,8730789.377519999,8815018.50739,8954488.02335,9070176.1309,9312774.73519,9295767.88311,9326839.255619999,9414592.42735,9622971.28411,9880842.25761,10049351.97157,10620187.528930001,10686251.18105,10910728.765730001,11075166.220859999,11486822.70078,11964124.024799999,12085042.72241,12368724.2082,12682896.20699,12905989.798279999,13496911.799039999,13278001.51363,13361172.477149999,13227589.53436,13085941.775290001,10689370.85957,9552214.886489999,8182325.035879999,8677511.42657,8748435.10407,7869935.57177,6117030.740999999,6645784.6596099995,6761870.82515,7292276.69192,7494092.32336,7569861.60664,8306213.43568,11513382.51209,11616813.107649999,11747909.913929999,12021996.61648,11772709.37967,11445454.60359,11826953.75348,10625132.03029
sky bank,209495.89497,217057.23168,216737.67817,214856.21141,217405.179,202021.04572,170612.82187,165587.37015,161937.06253,167992.60433,162006.26168,151772.60392,159008.35155999998,156385.94196,156331.4404,168787.36961999998,165700.03224,165633.03788,166321.34656,167991.91174,168800.50856,171240.02048,174006.61869,180855.69183000003,187276.8891,193161.01352,193844.12037999998,191199.47172,192045.63791999998,192695.36369,194956.69598999998,195623.85656999997,202661.94815,203771.85014,205203.48867000002,206630.55404,207683.00035,200197.07366,200189.93075,207493.52524,202458.68605000002,200707.96137,200784.0415,265937.0497,254249.26991,189102.07069,256654.80559999996,310926.34814,231498.80479999998,269861.39491,291732.47531,254216.60386,282163.84943999996,307226.61062,260280.71800999998,273176.89006,292755.56457,286101.94452,338945.89326,359450.25061,275152.40952,300775.58452,327455.74983
tascombank,2121317.027,2159407.69762,2163651.27349,2163391.59686,2200433.98219,2214868.95201,2250245.20166,2322308.69961,2420718.2015,2456600.93593,2478866.8663899996,2490089.89076,2579564.18282,2597793.6170900003,2629320.99413,2683988.11247,2695354.29522,2701407.41091,2722256.36899,2738171.54311,2803921.11471,2832662.07484,2874746.01627,2935352.38425,2997393.80149,2986981.43536,3101660.64641,3164509.2497300003,2896677.7406800003,2950245.20218,2977735.2108199997,3008383.75195,3020689.8848300003,3049967.3681,3064099.63266,3069772.5278399996,3124267.7978800004,3150155.02165,3140142.54218,3103004.28138,3107254.5037700003,3116115.3574,3152961.24027,3156518.44205,3159058.8381399997,3163161.79229,3167321.60177,3173774.75007,3234325.3955099997,3238630.6165400003,3277720.2078199997,3419438.32613,3446434.4095199998,3481335.13525,3479307.56368,3525181.99697,3536854.61185,3595524.65171,3613270.98753,3650113.94724,3514639.2490600003,3601789.85517,3703202.3833399997
ukrainian bank for reconstruction and development,198065.1418,198553.09532,198712.70162,199017.57699,198152.53105,198723.64741,198493.50661,197996.11572,197680.30518,197184.72843000002,196809.96615999998,195628.17004,193656.26011,193299.86091000002,190893.22105,191079.80515,190141.17845,189101.87453,187620.62682,186355.58028,184074.28218,181816.90063,178885.69204000002,175995.81634,172582.05409000002,169365.57606,165911.11586,162958.37695,171095.52262,168558.57330000002,171764.15838,169976.11062999998,169295.43753999998,169204.76077999998,168426.4578,167801.30822,230855.31288,230819.81439,230069.80341,230052.16112,230076.12139,230306.65733999998,226612.56733,223307.6227,219675.81727,211083.18873999998,209860.29815000002,209089.30605,207342.83021,207623.3743,206842.08672,206455.11339,204839.73929,204519.06431000002,203963.19736000002,204732.37315,205738.12441000002,206202.23835,209379.52163,210478.49065,207900.67348,211470.87899,214234.72530999998
ukrconstinvestbank,,,,,,,,223154.66282,223264.33138,223636.10650999998,223751.64903,223794.89036999998,220602.60495,225192.93,225906.30644000001,224310.17009,224394.65225999997,224820.66424,225610.7903,227616.87882,227810.92116,228285.82811,229116.94258,232119.84236,234119.88918,234968.71264999997,236890.4982,237406.84471,243170.15549,244651.07976999998,248453.94258,252726.61555,252885.76957,254615.48717,261185.81179,265294.52895999997,242010.69290999998,246930.41211,251783.30409,244275.60371999998,246830.38055,253338.52555000002,254295.07722,255314.03836,258729.38459,261020.74112000002,267752.29348,273936.43155000004,277060.08891,289251.32534,288233.60265,288441.49313,293697.12232,294002.90908,296130.04452,300041.63847,260341.45314,,,,,,
ukreximbank,8441247.27751,8824020.45143,8866040.91586,8718341.63512,8306745.3178,8563203.5781,8078166.71831999,8630671.63555999,8915823.84876,9977015.2623,9588994.89133,10879870.346140001,8905216.74081,9798502.72837,10246122.81084,4513417.20886,5537035.26948,6846808.052499999,6926865.32281,6482503.73941,6860270.2296899995,13416475.65703,12385063.87623,11455390.9913,10324255.81464,9860494.52461,9832410.71813,10334542.3163,10539322.32571,10885828.13361,11058226.43531,11226812.768690001,11473045.56583,11682639.2733,11826743.01923,12023182.329920001,12447353.87898,12212150.16374,12429789.76602,10300302.52413,10301282.57817,10228366.41801,10021946.72017,9219375.17996,8018773.28813,2963944.99576,2786232.0439400002,3488900.21596,2026078.09092,4571349.12034,4431695.94108,3050370.2921200003,5711387.59515,5694404.79376,4954354.8768299995,5489384.14002,6565048.98113,6996280.1515999995,7586676.57234,8742194.929720001,9176996.45107,10714002.310579998,9300353.22095
ukrgasbank,5756015.48052,5903056.7182,5894707.40051,5893277.96396,5816071.21483,6046278.76989,6031545.17546,6174154.42376,6273325.40699,6418741.629600001,6764599.31787,7254215.39697,8254483.82188,8668114.34814,8677636.50508,7786489.8406299995,7308428.11422,8958989.554690002,9366074.3697,9022724.79745,9377052.05831,9343840.50279,9247401.94602,9119767.434589999,8548830.068020001,8426863.89816,8207072.929629999,8563086.739030002,8656173.13156,8724885.18279,8927305.57746,9293927.4236,9504588.3486,9869030.450579999,10718019.78406,11322720.02002,11630900.83165,11305343.293300001,11516405.901870001,9907678.19298,8913154.68464,9383722.8445,8293471.31651,7928533.805740001,8089730.12643,6283146.10185,6356232.6975,6130320.501060001,6916121.52987,7473591.8618,7512597.94015,8262468.73199,8885379.586380001,9912547.06494,10473308.87022,11177622.62654,11240381.501629999,11237010.62758,12119600.413379999,13135521.22669,10913478.68977,11856560.869819999,12612191.598879999
ukrsibbank,6725328.4242,6942519.13733,7150179.46466,7348255.46673,4960700.21822,5412195.32517,5656066.62185,5900383.42075,6177286.76377,6271489.17988,6478407.20969,6729041.2877,6778912.71264,6968092.427270001,7103347.62529,7225181.31843,7330675.55702,7372393.3717,7444024.81165,7563782.092239999,7671923.86804,7784243.63317,7954852.17521,8022677.99119,8090933.34819,8110976.122289999,8246901.5406100005,8377355.83042,8500342.078879999,8547150.94761,8606671.582090002,8765752.956770001,8930840.8834,9126074.25934,9312873.68009,9635384.08593,9545419.57352,9784830.13446,9934584.54143,9426787.00213,9490598.27917,9894964.748680001,10269508.56686,10620008.76798,11244994.723960001,11644134.09273,12162213.59336,12814983.86848,13104102.69959,13684387.80856,14312145.26243,14851152.28129,15420203.48593,15997949.21944,16669500.63405,17394637.75914,18188780.93657,18768396.243809998,19072817.7188,19969920.82332,17445074.44358,18048103.81496,18521572.11588
unex bank,268641.83755,268689.16383,267702.56825,268707.41535,268006.05005,265039.37278,263986.5705,262478.21133,261979.46886,262597.93580000004,276200.85782000003,291565.66611,277911.93543,278063.88958,274289.73043,271998.8383,271062.46165,270473.60137,270986.20367,262600.59409,259193.82277,255764.8007,250212.66179,245569.80843,241351.71152,236351.24007,237195.02396999998,239347.61775,231765.64043,225245.45667,223737.21331999998,217680.09027,218540.45106000002,213889.72144,206989.51531,198573.72602,192727.61357,176041.91561,173744.53073,170114.4663,171427.87224,175007.30630999999,178641.2555,179573.72348000002,177124.33158,177474.67024,178222.87068,178296.32926,178422.97145,178476.37208,178820.50464,179255.75363,179265.82227,174692.41205,175225.95164,175513.46894,178699.13796,178931.21078,179001.29953000002,179122.87462000002,179480.32766,178460.42768999998,174176.16884
universal bank,876823.643190001,867809.211510001,937631.646490001,996205.37491,1013745.17958,1047111.29246,1136482.73355,1547788.92405,1607059.67736,1678194.2594100002,1696651.8327900001,1709976.6370899999,1703060.68388,1715916.8862700001,1786321.97452,1847688.1169200002,1896144.69052,1918044.4656699998,1980562.90597,2005522.43963,2367340.98191,2390057.31489,2390621.28645,2549698.22951,2659553.7305799997,2764721.1581800003,3116201.19423,3518437.7363899997,3801748.65757,4039579.14385,4308659.09134,4692353.1389999995,4930204.49256,6154604.14795,6467008.15023,6726686.55933,6724307.07823,7073500.21767,7094561.33908,6560200.26643,6529168.16484,6761952.20034,6925503.81545,7119660.66883,7233963.57117,7476604.36968,7830139.10067,8416647.46828,9203800.285519999,9504072.618379999,9878232.083409999,10068883.9216,10382290.99451,10670567.98824,11050361.44564,11419380.5351,11880459.25772,12501754.36298,14220939.32907,14657215.11214,11480111.95433,11929595.441440001,12262029.49555
